0.0048913,0.0021879,0.0016702
0.0027551,,
,0.011,0.00267
0.0080853,,0.0016018
0.0083876,,
,,
0.0073404,0.002039,0.0020781
,,
0.0071527,0.0026119,
,,
0.0016373,,
